 DOMAIN,APPIDFROM,FQANFROM,FQANTO,APPIDTO,SYSFUNCTIONS,SYSTYPE,DWOR,SYSLIFECYCLE,SYSDATE,LEVEL OF INTEGRATION,INTTYPE,INTLIFECYCLE,INTDATE,INTERESTED PARTY,ACCOUNT-PRODUCT,TRANSACTION,ORGANIZATION,POSITION,REFERENCE,GRAIN,PERIODICITY,FREQUENCY,STATE,DATE,RDR,RDT,Found in Deloitte,Found in other Reference, ,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Counterparty Express,*COUNEX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,CRiDRS,*CRiDRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Email,*EMAIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Excel,*EXL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,SSRS,*SSRS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*CRS,CRS,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*CRS,CRS,CRANE,*CRANE,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*CRSim,CRSim,CRANE,*CRANE,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,2END,Endur,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*EQD,EQD,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*ERS,ERS,CRANE,*CRANE,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,FENIC,Fenics,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*FQ,Flexcube,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,XRATE,FX Rates,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1GLU,Globus,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1GMI,GMI,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*GMI,GMI,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCS,ICIS,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1IMG,Imagine,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,IL,Infolease ,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1INT,Intellimatch ,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,IRIS,IRIS,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,L7LIQ,LoanIQ ,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*MetW,Met West,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,OPICP,OpicsPlus ,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1RVL,RAValuation/RiskAnal,PCE,*PCE,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*RCSR,RC Simulation Run,CRANE,*CRANE,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1REA,Realm ,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1SCD,Simcorp,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1SNS,Snapshot,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
