 DOMAIN,APPIDFROM,FQANFROM,FQANTO,APPIDTO,SYSFUNCTIONS,SYSTYPE,DWOR,SYSLIFECYCLE,SYSDATE,LEVEL OF INTEGRATION,INTTYPE,INTLIFECYCLE,INTDATE,INTERESTED PARTY,ACCOUNT-PRODUCT,TRANSACTION,ORGANIZATION,POSITION,REFERENCE,GRAIN,PERIODICITY,FREQUENCY,STATE,DATE,RDR,RDT,Found in Deloitte,Found in other Reference, ,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Geography,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,Investments,N/A,N/A,Cash,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Geography,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,*DIL,DSL,DIL,*DIL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Geography,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Geography,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1CCS,ICIS,DSL,*DSL,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Geography,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Geography,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
ERA,1JRI,ISSR,DSL,*DSL,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Provision,Semi-Manual,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,N,Y,,,
Finance,SOP03,Abacus,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,AFSO,AFS-ORACLE,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,ACS,AUTO CUSTOMER SERVICE,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,AFLS,Auto Finance SHAW Lease,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,AFLN,Auto Finance SHAW Loan,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,1AFS,Auto Finance System,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*AFS,Automated Financial Systems,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,FFHR,Bank Card Hub,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*BLAS,Brokerage Loan Accounting System,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*CPS,CAMPAIGN PROCESSING SYSTEM,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,CHOIC,CHOICE,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,C3P,COMMERCIAL CARD CORE PROCESSING,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*CSCL,CSCL MAINFRAME (BJ),RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,EPM,EPM - MMCOF,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*EQFR,EQF INFOLEASE,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*FLM,FIDELITY LPS/MSP,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,1GLU,GLOBUS - T24,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,HELMS,Higher Education Loan Management System (EFS),RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*HLS,HL SEALAMS,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*ILoCR,INTL LETTERS OF CR,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*IWF,Ironworks (Flatiron),RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,L7LIQ,Loan IQ,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,LUCAS,Lucas Santa Monica,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,MK,McCraken Loan Servicing System,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,FDB,Mortgage Accounting Process System,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,SOARS,MVS Applications,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,WFNLS,Nortride Loan System (NLS,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,QRM,QRM,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,1REA,REALM (Whole Loan Trading System),RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,RVLS,REVELEUS,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,REVMS,Reverse Mortgage Servicing System,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,*SHAW,SHAW,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,CMSST,Strategy Wholesale,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Finance,TCL,The Construction Lender,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,,,,,Y,Y,N,RDT Application list CH 9-12,,,
Finance,1RBLT,WFDS_RL_TANAMA,RDR,*RDR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,Y,Y,N,RDT Application list CH 9-12,,,
Financial Crimes,3VR,3VR,Financial Crimes Platform (FCP),ZZZGX,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,1AFS,AFS,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,1AFS,AFS,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*ATM,ATM,SAS (Models),*SAS(M),Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*ATM,ATM,SAS (Models),*SAS(M),Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,1BCL,"BONY, OPICS, MS",NEWTON,ND,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,1BCL,"BONY, OPICS, MS",NEWTON,ND,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*BRO,BROKERAGE,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*BRO,BROKERAGE,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,1CAL,Calypso,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,1CAL,Calypso,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*CAS,CAS (International),EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*CAS,CAS (International),EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,ICVIA,Cash Vault,SAS (Models),*SAS(M),Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,ICVIA,Cash Vault,SAS (Models),*SAS(M),Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,DE,DE,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,DE,DE,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,Financial Crimes Platform (FCP),ZZZGX,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Individual Party,N/A,N/A,N/A,N/A,Party,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,Financial Crimes Platform (FCP),ZZZGX,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Party,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,Financial Crimes Platform (FCP),ZZZGX,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Individual Party,N/A,N/A,N/A,N/A,Account-Product,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,Financial Crimes Platform (FCP),ZZZGX,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Account-Product,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,SAS (Models),*SAS(M),Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Deposits,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,SAS (Models),*SAS(M),Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Individual Party,Deposits,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*DIL,DIL,SAS (Models),*SAS(M),Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Deposits,N/A,N/A,Deposit,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,AML,EIW-AML,Fortent,AML,Data Broker,Data Warehouse of Record,Data Mart Layer,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,AML,EIW-AML,Fortent,AML,Data Broker,Data Warehouse of Record,Data Mart Layer,Active,N/A,Data Provision,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,AML,EIW-AML,Fortent (Script),AML,Data Broker,Data Warehouse of Record,Data Mart Layer,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,AML,EIW-AML,Fortent (Script),AML,Data Broker,Data Warehouse of Record,Data Mart Layer,Active,N/A,Data Provision,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,AML,EIW-AML_AllTrans/ EIW-AML_Quarry,Financial Crimes Platform (FCP),ZZZGX,Data Broker,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,AML,EIW-AML_AllTrans/ EIW-AML_Quarry,Financial Crimes Platform (FCP),ZZZGX,Data Broker,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,Transaction,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,FCS,FCS,SAS (Models),*SAS(M),Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,FCS,FCS,SAS (Models),*SAS(M),Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,FDR,FDR,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,FDR,FDR,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
Financial Crimes,*FID,Fidelity,EIW-AML,AML,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Individual Party,N/A,Transaction,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Financial Crimes AML 070314,N,,,
